"simID","lac","mu","K","gam","laa","totaltime"
1,1.7965259894263,2.82113961514637,34.5313052204438,0.00381925815236755,1.24395274592098,10
2,2.11637169891037,2.99029703069886,29.9616903671995,0.00169095978969708,0.638494557933882,10
3,2.71856009005569,0.698806725126691,42.3620579834096,0.00350492275995202,1.01429990166798,10
4,3.72462336998433,0.42578934473861,129.467427392956,0.00281095463465899,0.971372238127515,10
5,1.60504579311237,0.198984397663968,89.7341466485523,0.000178930576797575,0.539868324645795,10
6,3.69516905490309,2.19856030177353,86.428415463306,0.00491566601686645,0.576937678386457,10
7,3.83402580581605,0.856359810501756,118.599551641382,0.0022924418726936,0.221718793502077,10
8,2.98239337746054,2.15849354042984,52.8704642597586,0.00231128317443654,0.131476239999756,10
9,2.88734213169664,0.0531065852284199,117.455889922567,0.00232169386101887,0.93117259000428,10
10,1.18535881140269,0.519700347996899,41.389289572835,0.00431284881231841,1.26107041735668,10
11,1.6179237246979,2.10662294181648,136.631252467632,0.00465899892740417,1.46541771932971,10
12,1.52967025758699,2.22088744719885,71.6731644235551,0.00258303361465223,0.546924587222748,10
13,3.06106853997335,2.84140925074297,29.6493604313582,0.00101947191525251,0.0504050741437823,10
14,2.15231115464121,2.1661590536356,69.9045859184116,0.000182642817683518,0.507879083510488,10
15,3.30952425999567,2.64570792697363,139.798517434392,0.00245919757743832,1.36586412834004,10
16,2.49309772625566,0.873166644590325,135.71845271159,0.00317399503232446,1.24354762723669,10
17,3.15285552479327,2.9090887554443,27.3423129227012,0.000880683094169945,0.104016318102367,10
18,3.97571828449145,0.294874841513275,54.6013174462132,0.00385555385590997,0.183703605900519,10
19,2.14010553830303,0.972894303367892,97.6184376026504,0.000781436791550368,0.354927803040482,10
20,3.33233566395938,0.418769489664747,55.9334199433215,0.00423550395034254,0.346289439825341,10
21,3.80411569331773,2.24500456451436,107.584745623171,0.000996975380764343,0.317570850835182,10
22,1.63642756384797,1.40568534345031,107.133482797071,0.00457293810267001,0.132699333247729,10
23,2.95502129825763,0.299324229287985,127.684433185495,0.000360522766248323,1.04070460726507,10
24,1.37666528788395,2.51603703739732,103.940193115268,0.00486614063356537,0.0775674461619928,10
25,1.8016620061826,1.03744837809363,71.9435375160538,0.00182415130557492,1.16580234642606,10
26,2.15834227763116,0.534078506017243,104.261187836528,0.00265328897829168,1.13117243384477,10
27,1.04017099947669,1.35849890678287,89.4205659488216,0.00134489534026943,0.0192256683949381,10
28,2.14716387121007,1.31765762822337,101.504872282967,0.000718047482264228,0.39757924026344,10
29,3.60907253716141,0.507771117444755,135.169560958166,0.0027825218686834,0.716342437430285,10
30,2.02104699006304,2.3566077248418,52.2196151665412,0.00125581521408167,0.343174825888127,10
31,2.44624034641311,1.98681239979858,93.8087258138694,0.00282016006608028,1.25838587083854,10
32,2.79869747627527,2.41530588382403,147.656697682105,0.00459154798004311,1.37636280886363,10
33,2.48062392114662,1.37202393075027,148.514955560677,0.00435519309339579,0.873952269670554,10
34,1.55865280423313,1.86189844002887,101.062408087309,0.00238455269420519,1.05822357942816,10
35,3.48211995582096,1.14756502391812,138.041359523777,0.0030028490915196,1.04037559451535,10
36,3.00540021457709,2.65919733881855,41.3847020058893,0.0048578528142767,0.585433860425837,10
37,3.38271958217956,1.86493465320712,100.791445162613,0.0040137024323456,0.822756617562845,10
38,1.32383087766357,2.86758597748396,127.652594172396,0.00116654002990108,0.391988256946206,10
39,3.17113283812068,1.80158619822983,53.8122814777307,0.00362385261512827,0.360143120284192,10
40,2.23382328893058,1.61367135614986,88.1282850704156,0.00385694147460163,0.39650264068041,10
41,3.46283888234757,1.71015401689787,49.9640864599496,0.00348051877385005,1.02438616880681,10
42,2.94118058145978,2.7918285557484,97.9242066503502,0.000955308758304454,0.435282770544291,10
43,3.34879828686826,0.423861432973621,139.06306396937,0.00337945185694843,1.08935862709768,10
44,2.65910893492401,1.31684889233003,79.3694250029512,0.00472282328926958,0.720630909665488,10
45,2.58915874059312,1.62471372709039,110.207350633573,0.00214175983620808,1.16900250641629,10
46,3.36806869506836,1.61407900969305,70.2559224469587,0.00210572459218092,0.366291236830875,10
47,1.06999360700138,0.33824259711802,95.8222573297098,0.00454843533546664,0.777633796096779,10
48,2.4316901951097,1.5009065258167,46.4560388354585,0.00391788708679378,0.889812434208579,10
49,3.1969412160106,2.00086364375909,139.077897944953,0.00284639788116328,1.25668510550167,10
50,3.07819466944784,1.28669475682764,111.701061220374,0.00199609689482022,1.04103096574545,10
51,2.4328588664066,0.0404380032614805,87.9330153507181,0.00188820835361257,1.16645807493478,10
52,3.5836284304969,1.65119601849853,82.6547365589067,0.00105647298230324,0.352571132476442,10
53,2.3142913216725,2.99069914398873,49.5557871297933,0.000518889911728911,1.11731512402184,10
54,1.7343918310944,0.0825859895399073,114.031436294317,0.000589105125865899,0.268850318505429,10
55,1.21203714143485,1.81342084984083,66.187207098119,0.00256370401135646,0.917538780136965,10
56,1.29839848051779,0.496140079223178,32.3016771604307,0.00374281435990706,1.34400599822402,10
57,1.94881512154825,0.193221674401336,95.2305073523894,0.00383758774874732,1.1104392351117,10
58,2.5559027895797,1.10421964026417,45.9035969804972,0.00216513144320343,0.167455312097445,10
59,2.9860152292531,1.49401594681253,53.8647045055404,0.000530044917971827,1.34221195732243,10
60,2.22049056156538,0.0207948290844681,66.3722738740034,0.0031360456968192,0.45741291961167,10
61,3.73862777277827,0.0220510479971766,95.5377121921629,0.000455859638843685,0.73601872602012,10
62,1.88081011828035,1.33554967235171,136.295100660063,0.00135967649391387,0.103071156190708,10
63,2.37719717877917,1.85249186310458,137.074771048501,0.00368333837215323,0.0330644999630749,10
64,1.99718402256258,2.91640626782174,71.530679857824,0.00204403495923616,0.335288220550865,10
65,2.95261140121147,0.0353274283014238,27.893012703862,0.00329060732501093,0.490296859759837,10
66,1.7740503421519,1.94728187518688,80.103362465743,0.0038638774745632,1.03962158679496,10
67,2.43563574482687,1.01105379758442,53.4112273342907,0.00468048383065034,0.837875906378031,10
68,3.29893201193772,1.2206670766965,97.6601041457616,0.00144874354344793,0.0207463607657701,10
69,1.25274074310437,1.3543727416612,68.1755323149264,0.00482063704116736,0.114832427934743,10
70,3.6259639901109,2.42692787687662,138.445394306909,0.00163674691091292,0.61607225832995,10
71,2.01721881353296,1.05686914169297,101.012280492578,0.0036103240536293,1.09984813607298,10
72,3.51832105056383,2.5564155490465,95.7402300648391,0.00132652467028238,0.633434195187874,10
73,2.04005046747625,0.601875859841192,64.382268874906,0.00323427549097687,1.10345977975521,10
74,2.00132479239255,2.33456322872422,69.2250580014661,0.00267583755813539,0.175982493208721,10
75,2.4290537352208,2.2570764558909,127.208582647145,0.00261019562354777,0.0791802074527368,10
76,3.67659500753507,0.0960100421810988,55.3752557141706,0.00130255289257038,1.10744527901988,10
77,3.59301841189153,2.38289114965345,130.088398959488,0.00149889272602741,1.05403393507004,10
78,2.16996863042004,0.369424924569041,20.4118138062768,0.00450794363014866,1.06787221273407,10
79,3.33196209650487,0.157825811782409,59.954495029524,0.000931171517912299,1.31098822457716,10
80,3.88185399165377,1.50084620396886,100.61657294631,0.00472984018262941,0.821546751307324,10
81,2.30397845432162,1.39153903092213,101.408474808559,0.00306034228459466,0.996155636385083,10
82,3.13754403614439,1.98459949745894,122.153525180183,0.00303372088500764,0.990828208741732,10
83,2.19998310669325,0.372592183736549,105.31836287817,0.00126113969616126,0.580103134503588,10
84,1.97605645563453,0.476118669605488,42.3049140581861,0.00331531845161226,0.616381598403677,10
85,3.27126144408248,0.695216346224723,47.3175297584385,0.000903224183060229,0.239780931500718,10
86,1.60807676543482,2.72006776672683,143.103257070761,0.000485110723599791,0.881550428224728,10
87,3.13336366740987,2.42048050207288,69.1368299769238,0.00219914372365456,0.971465635928325,10
88,1.36507576308213,1.46194170423383,71.673066355288,0.00380130218069535,0.0291717286454514,10
89,1.73646554187872,0.153028078135871,126.291866486426,0.000191865199012682,0.726605650037527,10
90,1.42991313827224,1.38832881593278,83.6313150729984,0.00189056114845444,0.932126747793518,10
91,1.71888824529015,2.20459638540936,136.464167688973,0.00236462193790358,1.42913023440633,10
92,1.17680313182063,2.31739731749152,107.7964293072,0.00150905931887683,1.30934419005644,10
93,2.92686477559619,0.788085865676007,130.852639940567,0.000469152173702605,1.08465224155225,10
94,3.62880763807334,2.32969104460604,116.241889041848,0.00472745641088113,1.22654752526432,10
95,3.33674403233454,1.59773087742727,46.517393370159,0.00336026257954072,0.0452503371052444,10
96,3.39192647766322,2.43277839415595,31.0450727608986,0.00417595228410792,1.14395714434795,10
97,2.36582336085849,2.75222028040069,24.8183822655119,0.00466155744281132,1.07983400928788,10
98,2.23025224613957,0.282851912788954,63.3967963862233,0.00383173160406295,1.08297819283325,10
